职位名称,公司名称,融资情况,教育程度,工作年限,薪资水平,员工人数,创建时间,职位网址
网络推广专员,深圳壹伍陆科技有限公司,,不限,,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/343882386250026.htm
美术UI设计,深圳市闲来网络科技有限公司,,大专,1-3年,6000-12000元/月,20-99人,,http://jobs.zhaopin.com/490813181250009.htm
售后工程师主管,深圳黎明镒清图像技术有限公司,,大专,3-5年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/463078812250068.htm
销售总监,深圳黎明镒清图像技术有限公司,,本科,5-10年,10000-16000元/月,20-99人,,http://jobs.zhaopin.com/463078812250067.htm
机器视觉工程师,深圳市佳晨科技有限公司,,大专,1-3年,6001-8000元/月,100-499人,,http://jobs.zhaopin.com/248679016250329.htm
系统工程师（光学/硬件/机械/软件/算法/气液路）,华大基因,,硕士,3-5年,12000-18000元/月,1000-9999人,,http://jobs.zhaopin.com/195931818258423.htm
FPGA工程师,深圳市注目视讯技术有限公司,,不限,1-3年,8000-15000元/月,20-99人,,http://jobs.zhaopin.com/287033886250033.htm
AI评价优化专家,Michael Page,,本科,3-5年,,1000-9999人,,http://jobs.zhaopin.com/135078082342718.htm
嵌入式软件助理工程师,东莞市征旅汽车电子科技有限公司,,不限,,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/301897486250120.htm
高级电气工程师  有非标自动化设计经验  8-15K,上海会坚商务咨询有限公司,,不限,,8000-15000元/月,20人,,http://jobs.zhaopin.com/291388085250835.htm
影像测试工程师,深圳市万佳安物联科技股份有限公司,,大专,1-3年,8001-10000元/月,500-999人,,http://jobs.zhaopin.com/140400079250279.htm
博士后科研人员,深圳安科高技术股份有限公司,,博士,,15000-20000元/月,100-499人,,http://jobs.zhaopin.com/000643860251238.htm
CT临床专家,深圳安科高技术股份有限公司,,不限,,25000-45000元/月,100-499人,,http://jobs.zhaopin.com/000643860251333.htm
VR软件工程师,深圳市虚拟现实技术有限公司,,硕士,,10000-20000元/月,100-499人,,http://jobs.zhaopin.com/235754033250000.htm
camera系统工程师,维沃移动通信有限公司（vivo）,,不限,,20001-30000元/月,10000人,,http://jobs.zhaopin.com/609260223251178.htm
camera驱动工程师,维沃移动通信有限公司（vivo）,,本科,,20001-30000元/月,10000人,,http://jobs.zhaopin.com/609260223251179.htm
数字媒体专员(海外),维沃移动通信有限公司（vivo）,,本科,,8000-15000元/月,10000人,,http://jobs.zhaopin.com/609260223251504.htm
研发及技术事业群--windows软件工程师,中控智慧科技股份有限公司,,大专,1-3年,6000-11000元/月,1000-9999人,,http://jobs.zhaopin.com/164354115250876.htm
linux c软件工程师,深圳金三立视频科技股份有限公司,,本科,1-3年,10001-15000元/月,500-999人,,http://jobs.zhaopin.com/132329909250296.htm
C# .Net 软件开发工程师,深圳市飞尔卡思电子有限公司,,大专,,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/145234233250199.htm
硬件工程师（摄像头）,深圳市豪恩科技集团股份有限公司,,本科,3-5年,10001-15000元/月,1000-9999人,,http://jobs.zhaopin.com/354764110250345.htm
高级视频处理专家,深圳市奥拓电子股份有限公司,,博士,,20001-30000元/月,1000-9999人,,http://jobs.zhaopin.com/000316113250235.htm
平面设计,广东天鉴检测技术服务股份有限公司,,大专,1-3年,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/145598454250286.htm
测试工程师,深圳市豪恩科技集团股份有限公司,,不限,,8001-10000元/月,1000-9999人,,http://jobs.zhaopin.com/354764110250536.htm
嵌入式软件工程师,深圳市豪恩科技集团股份有限公司,,本科,3-5年,10000-20000元/月,1000-9999人,,http://jobs.zhaopin.com/354764110250543.htm
web前端开发,深圳福能达空气与水科技发展有限公司,,本科,1-3年,6000-10000元/月,100-499人,,http://jobs.zhaopin.com/306009931250248.htm
算法工程师,深圳泰德激光科技有限公司,,本科,1-3年,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/136285443250069.htm
实习生（研发）,深圳市理邦精密仪器股份有限公司,,本科,,2000-4000元/月,1000-9999人,,http://jobs.zhaopin.com/120167001251064.htm
游戏视频广告设计师,深圳市路通网络技术有限公司,,本科,,8000-15000元/月,500-999人,,http://jobs.zhaopin.com/146234887251375.htm
测试工程师,深圳泰德激光科技有限公司,,不限,,6001-8000元/月,100-499人,,http://jobs.zhaopin.com/136285443250070.htm
嵌入式系统工程师,深圳市睿创科数码有限公司,,本科,1-3年,4500-9000元/月,20-99人,,http://jobs.zhaopin.com/266907411250049.htm
光学工程师,江苏昆山留学人员创业园管理处,,本科,3-5年,10000-20000元/月,20人,,http://jobs.zhaopin.com/236919089250676.htm
光学部经理,江苏昆山留学人员创业园管理处,,本科,5-10年,10000-20000元/月,20人,,http://jobs.zhaopin.com/236919089250675.htm
人工智能工程师,江苏昆山留学人员创业园管理处,,本科,5-10年,8000-15000元/月,20人,,http://jobs.zhaopin.com/236919089250684.htm
销售工程师（深圳时保晶电）,时捷电子科技（深圳）有限公司,,大专,,8001-10000元/月,500-999人,,http://jobs.zhaopin.com/159035917250191.htm
FPGA工程师,深圳市德富莱智能科技股份有限公司,,本科,3-5年,15001-20000元/月,100-499人,,http://jobs.zhaopin.com/574880622250420.htm
技术支持工程师（视觉方面）,影像图(厦门)信息科技有限公司,,本科,,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/466975981250035.htm
机器视觉销售工程师,北京优纳科技有限公司,,大专,1-3年,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/134342678251283.htm
博士后,研祥智能科技股份有限公司,,博士,1-3年,15001-20000元/月,1000-9999人,,http://jobs.zhaopin.com/000570605250463.htm
嵌入式软件工程师,深圳市捷顺科技实业股份有限公司,,本科,5-10年,10001-15000元/月,1000-9999人,,http://jobs.zhaopin.com/120223985250456.htm
高级软件工程师,珠海横琴鑫车友汽车配件有限公司,,本科,5-10年,15001-20000元/月,500-999人,,http://jobs.zhaopin.com/278043381250057.htm
遥感技术工程师,深圳市博安达信息技术股份有限公司,,硕士,1-3年,8000-15000元/月,100-499人,,http://jobs.zhaopin.com/146815489250801.htm
视频流媒体软件工程师,深圳市君和睿通科技股份有限公司,,本科,3-5年,16000-25000元/月,100-499人,,http://jobs.zhaopin.com/448315414250019.htm
Amazon业务员,深圳市摩士龙实业有限公司,,大专,1-3年,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/263272813250308.htm
自动化软件经理,宁德新能源科技有限公司,,本科,5-10年,20000-35000元/月,1000-9999人,,http://jobs.zhaopin.com/231726619250715.htm
移动管理员,深圳市国富黄金股份有限公司,,大专,,4001-6000元/月,500-999人,,http://jobs.zhaopin.com/134168223251442.htm
机械设计,裕元科技(惠州)有限公司,,大专,,15001-20000元/月,100-499人,,http://jobs.zhaopin.com/474576120250057.htm
美工,深圳市华鹏鑫商贸有限公司,,不限,,3500-5000元/月,100-499人,,http://jobs.zhaopin.com/420730211250029.htm
政府项目新媒体运营专员（央企）,中通信息服务有限公司,,不限,,6001-8000元/月,1000-9999人,,http://jobs.zhaopin.com/132860400251293.htm
游戏UI设计师,深圳市火星人互动娱乐有限公司,,不限,3-5年,6001-8000元/月,20人,,http://jobs.zhaopin.com/660819820250000.htm
Web前端开发工程师,深圳环宇国际旅行社有限公司龙岗分公司,,大专,1-3年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/488142682250011.htm
机器视觉工程师,深圳天地鼎视精密装备有限公司,,本科,1-3年,8000-15000元/月,20-99人,,http://jobs.zhaopin.com/446767383250025.htm
软件售前设计工程师,深圳市星火电子工程公司,,不限,,10001-15000元/月,500-999人,,http://jobs.zhaopin.com/143298252250121.htm
算法工程师,深圳市比一比网络科技有限公司,,本科,3-5年,10001-15000元/月,20-99人,,http://jobs.zhaopin.com/572165726250029.htm
产品运营经理-智能硬件技术中心,中移物联网有限公司 ,,不限,,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/545530129251227.htm
方案设计师,佛山坚美铝业有限公司,,不限,,7000-10000元/月,1000-9999人,,http://jobs.zhaopin.com/642569925250011.htm
销售助理,深圳市创科自动化控制技术有限公司,,本科,1-3年,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/289348611250037.htm
OCR 开发工程师,深圳市悦保科技有限公司,,本科,1-3年,15000-30000元/月,20-99人,,http://jobs.zhaopin.com/485940131250002.htm
会议摄影（海事局）,深圳市深劳人力资源开发有限公司,,中专,,3500-5500元/月,10000人,,http://jobs.zhaopin.com/138804732255155.htm
VC++工程师,深圳市灵星雨科技开发有限公司,,本科,1-3年,8000-15000元/月,20-99人,,http://jobs.zhaopin.com/355181010250049.htm
文案策划专员（联合运动）,深圳市川崎运动用品有限公司,,大专,3-5年,5000-10000元/月,500-999人,,http://jobs.zhaopin.com/257829514250343.htm
文案策划（联合运动）,深圳市川崎运动用品有限公司,,大专,1-3年,5000-10000元/月,500-999人,,http://jobs.zhaopin.com/257829514250372.htm
研发总监,陕西银河景天电子有限责任公司,,本科,5-10年,15001-20000元/月,20-99人,,http://jobs.zhaopin.com/142388273250372.htm
中/高级FPGA开发工程师,华大基因,,硕士,3-5年,10000-20000元/月,1000-9999人,,http://jobs.zhaopin.com/195931818258472.htm
中/高级Linux应用开发工程师,华大基因,,本科,3-5年,10000-20000元/月,1000-9999人,,http://jobs.zhaopin.com/195931818258475.htm
产品研发经理,深圳市古安泰自动化技术有限公司,,本科,,10000-15000元/月,20-99人,,http://jobs.zhaopin.com/548886728250091.htm
行政专员,深圳市汇金智能科技有限公司,,大专,1-3年,3500-5000元/月,20-99人,,http://jobs.zhaopin.com/266631637250018.htm
全栈工程师,南京闪奇信息技术有限公司,,大专,3-5年,10000-20000元/月,100-499人,,http://jobs.zhaopin.com/566864921250269.htm
司法鉴定专家,深圳市华成峰数据技术有限公司,,本科,5-10年,8000-12000元/月,100-499人,,http://jobs.zhaopin.com/330113482250085.htm
Camera/ISP Tuning工程师,福州瑞芯微电子股份有限公司,,本科,,1000元/月,500-999人,,http://jobs.zhaopin.com/120017728251058.htm
FAE (CMOS SENSOR),威雅利电子(深圳)有限公司,,本科,1-3年,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/132940880250098.htm
资深Shader开发工程师,成都景和千城科技有限公司,,大专,,30001-50000元/月,100-499人,,http://jobs.zhaopin.com/682768026250194.htm
VC++工程师,深圳市灵星雨科技开发有限公司,,本科,1-3年,8000-15000元/月,20-99人,,http://jobs.zhaopin.com/355181010250049.htm
高级算法工程师,Michael Page,,本科,3-5年,,1000-9999人,,http://jobs.zhaopin.com/135078082342467.htm
技术支持工程师,深圳市异度信息产业有限公司,,不限,,6000-12000元/月,20-99人,,http://jobs.zhaopin.com/288605532250033.htm
自动化设备及软件技术支持工程师,深圳市升瑞科仪光电有限公司,,本科,3-5年,5000-8000元/月,20人,,http://jobs.zhaopin.com/563549822250013.htm
人工智能工程师,Michael Page,,本科,3-5年,,1000-9999人,,http://jobs.zhaopin.com/135078082341769.htm
算法工程师,深圳市德赛微电子技术有限公司,,本科,3-5年,15001-20000元/月,20-99人,,http://jobs.zhaopin.com/501096825250049.htm
机器学习工程师,深圳市德赛微电子技术有限公司,,本科,,15000-25000元/月,20-99人,,http://jobs.zhaopin.com/501096825250088.htm
资深webgl开发工程师,成都景和千城科技有限公司,,大专,,30001-50000元/月,100-499人,,http://jobs.zhaopin.com/682768026250234.htm
3D建模算法工程师,成都景和千城科技有限公司,,大专,,30001-50000元/月,100-499人,,http://jobs.zhaopin.com/682768026250229.htm
3D图形算法工程师,成都景和千城科技有限公司,,大专,,30001-50000元/月,100-499人,,http://jobs.zhaopin.com/682768026250224.htm
算法工程师,深圳怡化电脑股份有限公司,,硕士,,10001-15000元/月,1000-9999人,,http://jobs.zhaopin.com/000421305250092.htm
H5设计师,上海新工式网络科技有限公司,,大专,1-3年,10001-15000元/月,20人,,http://jobs.zhaopin.com/245482882250330.htm
软件工程师,深圳市创科自动化控制技术有限公司,,不限,,8001-10000元/月,20-99人,,http://jobs.zhaopin.com/289348611250026.htm
机器视觉销售工程师,深圳市创科自动化控制技术有限公司,,大专,1-3年,4500-9000元/月,20-99人,,http://jobs.zhaopin.com/289348611250036.htm
机器视觉软件工程师,深圳市创科自动化控制技术有限公司,,本科,1-3年,15001-20000元/月,20-99人,,http://jobs.zhaopin.com/289348611250008.htm
高级视觉工程师,深圳市欧盛自动化有限公司,,大专,5-10年,8000-15000元/月,100-499人,,http://jobs.zhaopin.com/707727028250009.htm
视觉算法专家,深圳市猎小智网络科技有限公司,,硕士,3-5年,30001-50000元/月,20-99人,,http://jobs.zhaopin.com/338274232250040.htm
电视栏目后期编辑,深圳宏博昌荣传媒有限公司,,大专,,5000-10000元/月,100-499人,,http://jobs.zhaopin.com/636294126250171.htm
节目后期包装师,深圳宏博昌荣传媒有限公司,,大专,,5000-10000元/月,100-499人,,http://jobs.zhaopin.com/636294126250272.htm
博士后,国家超级计算深圳中心(深圳云计算中心),,博士,,20001-30000元/月,100-499人,,http://jobs.zhaopin.com/461773815250344.htm
产品运营工程师,深圳市康拓普信息技术有限公司,,本科,,8000-15000元/月,1000-9999人,,http://jobs.zhaopin.com/120607101250736.htm
博士后（大数据&amp;深度学习）,国家超级计算深圳中心(深圳云计算中心),,博士,,15001-20000元/月,100-499人,,http://jobs.zhaopin.com/461773815250349.htm
高级视觉工程师/视觉算法工程师,深圳市海目星激光科技有限公司,,本科,3-5年,15001-20000元/月,500-999人,,http://jobs.zhaopin.com/298574213250209.htm
摄影师,深圳市利朗达科技有限公司,,大专,1-3年,6001-8000元/月,500-999人,,http://jobs.zhaopin.com/511511528250438.htm
IQ工程师,深圳一电科技有限公司,,本科,,10000-20000元/月,1000-9999人,,http://jobs.zhaopin.com/120721962250310.htm
视觉开发团队主管,深圳市海目星激光科技有限公司,,本科,5-10年,15001-20000元/月,500-999人,,http://jobs.zhaopin.com/298574213250259.htm
平面设计师,深圳市臻品惠电子商务有限公司,,大专,1年,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/467730986250009.htm
产品美工/电商美工/产品拍摄,深圳市斯福莱电子有限公司,,不限,1-3年,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/485584724250025.htm
视觉算法研发工程师,昂纳信息技术（深圳）有限公司,,本科,1-3年,10000-20000元/月,1000-9999人,,http://jobs.zhaopin.com/120723496251812.htm
企划文宣专员,深圳市得润电子股份有限公司,,大专,1-3年,6001-8000元/月,10000人,,http://jobs.zhaopin.com/132468387250372.htm
DSP软件开发工程师,深圳市哈工大交通电子技术有限公司,,本科,1-3年,6000-10000元/月,100-499人,,http://jobs.zhaopin.com/239448910250130.htm
专/兼职技术讲师(可周末）,北京中科信软科技有限公司,,本科,3-5年,20001-30000元/月,100-499人,,http://jobs.zhaopin.com/219501818250075.htm
平面设计/美工/亚马逊美工,深圳市昊泰衡科技有限公司,,大专,1-3年,4001-6000元/月,20人,,http://jobs.zhaopin.com/CZ726391740J00011875007.htm
FPGA工程师,深圳睿思图像科技有限公司,,本科,3-5年,15000-25000元/月,20-99人,,http://jobs.zhaopin.com/CZ739766440J00014023601.htm
电商美工,前海优品无疆(深圳)科技有限公司,,大专,1年,4000-6000元/月,20人,,http://jobs.zhaopin.com/CZ730772740J00015225403.htm
广告设计,深圳梦维新餐饮管理有限公司,,不限,,2001-4000元/月,20-99人,,http://jobs.zhaopin.com/CZ730683440J00038418001.htm
质检员,深圳市山艺园林绿化有限公司,,中专,1-3年,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/165050618250041.htm
高级软件工程师,深圳市大红门智能设备有限公司,,本科,3-5年,10001-15000元/月,20人,,http://jobs.zhaopin.com/479093389250001.htm
C++开发工程师,惠州紫旭科技有限公司,,本科,,9000-14999元/月,100-499人,,http://jobs.zhaopin.com/488795627250127.htm
视频分析算法工程师（C++）,惠州紫旭科技有限公司,,本科,,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/488795627250129.htm
手游UI组长,上海幻界信息科技有限公司深圳分公司,,大专,3-5年,15001-20000元/月,100-499人,,http://jobs.zhaopin.com/285207432250024.htm
商务助理,中国大恒(集团)有限公司北京图像视觉技术分公司,,大专,,4001-6000元/月,500-999人,,http://jobs.zhaopin.com/120188733251369.htm
视频处理开发软件工程师,北京太火红鸟科技有限公司,,本科,3-5年,8001-10000元/月,20-99人,,http://jobs.zhaopin.com/667761224250198.htm
水声通信工程师,北京太火红鸟科技有限公司,,本科,,15001-20000元/月,20-99人,,http://jobs.zhaopin.com/667761224250193.htm
合伙人,深圳星云极客科技孵化器有限公司,,本科,1-3年,15000-25000元/月,100-499人,,http://jobs.zhaopin.com/269001439250278.htm
虚幻4引擎开发工程师,深圳科诗特软件有限责任公司,,大专,,5000-10000元/月,100-499人,,http://jobs.zhaopin.com/238752018250216.htm
嵌入式产品应用服务工程师,遨博(北京)智能科技有限公司,,本科,3-5年,10000-18000元/月,100-499人,,http://jobs.zhaopin.com/254823632250150.htm
行政前台,中国大恒(集团)有限公司北京图像视觉技术分公司,,大专,1年,4001-6000元/月,500-999人,,http://jobs.zhaopin.com/120188733251389.htm
飞利浦实习JB1621 Sales Admin Intern,上海东浩人力资源有限公司,,本科,,2001-4000元/月,100-499人,,http://jobs.zhaopin.com/382087911274522.htm
数据产品经理,深圳奇迹智慧网络有限公司,,本科,,12000-20000元/月,100-499人,,http://jobs.zhaopin.com/631511521250204.htm
数据标注,深圳市深网视界科技有限公司,,不限,,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/327900489250082.htm
嵌入式应用软件工程师,深圳市深网视界科技有限公司,,本科,,15001-20000元/月,100-499人,,http://jobs.zhaopin.com/327900489250096.htm
品牌经理/主任,佳兆业集团控股有限公司,,本科,3-5年,10001-15000元/月,500-999人,,http://jobs.zhaopin.com/304068014257101.htm
视频算法工程师（工作地点：珠海）,珠海扬智电子科技有限公司,,本科,,10000-18000元/月,500-999人,,http://jobs.zhaopin.com/203963815250293.htm
嵌入式软件工程师（工作地点：珠海）,珠海扬智电子科技有限公司,,本科,,10000-18000元/月,500-999人,,http://jobs.zhaopin.com/203963815250277.htm
视频IC设计工程师（工作地点：珠海）,珠海扬智电子科技有限公司,,不限,,10000-18000元/月,500-999人,,http://jobs.zhaopin.com/203963815250273.htm
天猫淘宝京东/美工,深圳市御品坊日用品有限公司,,大专,1-3年,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/155398214250010.htm
软件工程师(可视),中国科学院深圳先进技术研究院,,硕士,,6001-8000元/月,1000-9999人,,http://jobs.zhaopin.com/227408426251741.htm
pmc经理,深圳市南园天工电子有限公司,,大专,1-3年,4001-6000元/月,20人,,http://jobs.zhaopin.com/CZ736260240J00047161101.htm
天猫美工/平面设计师/网页制作/图片处理,深圳望鲸电子商务有限公司,,大专,1-3年,4000-8000元/月,20人,,http://jobs.zhaopin.com/CZ724764040J00012941805.htm
软件工程师,淇盛科技有限公司,,不限,,10000-20000元/月,10000人,,http://jobs.zhaopin.com/434796236250176.htm
Android/ios开发工程师（互联网平台产品线）,深圳达普信科技有限公司,,大专,3-5年,10001-15000元/月,20-99人,,http://jobs.zhaopin.com/290512286250074.htm
生产技工,深圳市达程科技开发有限公司,,中技,,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/327575131250044.htm
软件工程师,深圳市名誉文化有限公司,,大专,1-3年,6000-12000元/月,20人,,http://jobs.zhaopin.com/CZ733399140J00001327403.htm
 外贸美工亚马逊产品拍摄修图,深圳市速睿科踏科技有限公司,,不限,1-3年,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/CZ727742340J00015092703.htm
20718-VR算法高级工程师（深圳）,深圳腾讯计算机系统有限公司 ,,硕士,1-3年,,10000人,,http://jobs.zhaopin.com/120072290288441.htm
机器视觉开发工程师,深圳康瑞杰科技有限公司,,不限,,20000-40000元/月,20人,,http://jobs.zhaopin.com/644911427250005.htm
高级平面设计师,深圳市赢家服饰有限公司,,本科,5-10年,8000-15000元/月,1000-9999人,,http://jobs.zhaopin.com/120375683250635.htm
技术总监cto,深圳市筑丰创想科技开发有限公司,,本科,3-5年,15001-20000元/月,20-99人,,http://jobs.zhaopin.com/711334023250011.htm
网络推广,深圳壹伍陆科技有限公司,,不限,,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/343882386250045.htm
产品摄影师,深圳市佰思拓普电子商务有限公司,,大专,,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/295246281250127.htm
项目经理（销售）,百年金海科技有限公司深圳分公司,,大专,1-3年,6000-12000元/月,100-499人,,http://jobs.zhaopin.com/CZ731234240J00036497801.htm
15570-御龙在天移动手游客户端开发工程师（深圳）,深圳腾讯计算机系统有限公司 ,,本科,1-3年,,10000人,,http://jobs.zhaopin.com/120072290288401.htm
网站编辑 文案编辑,深圳市裕满实业有限公司,,中专,1-3年,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/157024323250127.htm
机械设计工程师,爱克威自动化(深圳)有限公司,,大专,5-10年,6000-12000元/月,20人,,http://jobs.zhaopin.com/CZ726442440J00011679305.htm
新媒体运营专业储备教师,深圳第二高级技工学校,,本科,3-5年,6001-8000元/月,500-999人,,http://jobs.zhaopin.com/200308124250323.htm
平面广告设计专业储备教师,深圳第二高级技工学校,,本科,1-3年,6001-8000元/月,500-999人,,http://jobs.zhaopin.com/200308124250322.htm
市场营销/微信推广/网络推广/媒体推广,上海千行置业有限公司,,本科,,6001-8000元/月,100-499人,,http://jobs.zhaopin.com/488103137250003.htm
AOI视觉工程师（工作地点：珠海）,深圳市诺途科技有限公司,,大专,1-3年,6001-8000元/月,20人,,http://jobs.zhaopin.com/610599726250046.htm
C++高级软件开发,影像图(厦门)信息科技有限公司,,不限,,10001-15000元/月,20-99人,,http://jobs.zhaopin.com/466975981250047.htm
机器视觉技术工程师,影像图(厦门)信息科技有限公司,,不限,,8001-10000元/月,20-99人,,http://jobs.zhaopin.com/466975981250050.htm
软、硬件技术开发工程师,合肥加美智能科技有限责任公司,,本科,,5000-10000元/月,20-99人,,http://jobs.zhaopin.com/205128827250124.htm
算法工程师,深圳华艾圣科技有限公司,,本科,1-3年,10001-15000元/月,20-99人,,http://jobs.zhaopin.com/479145932250003.htm
视频编制码软件工程师,创维集团有限公司 ,,本科,,8001-10000元/月,1000-9999人,,http://jobs.zhaopin.com/366234122250469.htm
iOS开发工程师,深圳市瑞琪世纪软件技术有限公司,,本科,1-3年,6001-8000元/月,20人,,http://jobs.zhaopin.com/526544628250025.htm
硬件工程师,创维集团有限公司 ,,本科,,6001-8000元/月,1000-9999人,,http://jobs.zhaopin.com/366234122250468.htm
平面设计,深圳优卡南方能源有限公司,,大专,1-3年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/282060384250051.htm
Android App开发工程师,深圳市艺无界文化发展有限公司,,不限,,8001-10000元/月,20-99人,,http://jobs.zhaopin.com/686444025250184.htm
模式识别研发高级工程师/工程师/助理工程师,香港中文大学(深圳),,本科,1-3年,10000-20000元/月,100-499人,,http://jobs.zhaopin.com/542239821250443.htm
高级算法工程师,真玫智能科技（深圳）有限公司,,硕士,3-5年,20000-30000元/月,100-499人,,http://jobs.zhaopin.com/330043489250090.htm
深度学习算法工程师,真玫智能科技（深圳）有限公司,,硕士,,18000-36000元/月,100-499人,,http://jobs.zhaopin.com/330043489250152.htm
产品视觉美工,深圳市瑞华年实业有限公司,,大专,,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/273587785250055.htm
女装设计总监,深圳市时剑时尚服饰有限公司,,本科,3-5年,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/189729122250192.htm
运营专员,深圳神舟航天食品有限公司,,大专,,4001-6000元/月,20人,,http://jobs.zhaopin.com/179878918250025.htm
微信运营专员,深圳市童心同乐文化有限公司,,大专,,5000-6500元/月,20-99人,,http://jobs.zhaopin.com/344242985250017.htm
效果图设计师,深圳凌锐数字图像有限公司,,不限,1-3年,6001-8000元/月,20人,,http://jobs.zhaopin.com/409723285250007.htm
效果图建模师,深圳凌锐数字图像有限公司,,不限,1-3年,6001-8000元/月,20人,,http://jobs.zhaopin.com/409723285250008.htm
电商美工,深圳市卡楚尼斯科技有限公司,,不限,1-3年,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/CZ727764740J00014831403.htm
高级系统工程师,深圳市科创数字显示技术有限公司,,本科,3-5年,1000元/月,100-499人,,http://jobs.zhaopin.com/120609145250073.htm
平面设计师,南药王健康产业(深圳)有限公司,,大专,,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/328419886250005.htm
机器视觉算法工程师,深圳市君奕豪科技有限公司,,本科,3-5年,8000-15000元/月,100-499人,,http://jobs.zhaopin.com/388681313250112.htm
电路设计（国企上市公司）,东莞市莞城智成义贸易商行,,本科,1-3年,10000-16000元/月,100-499人,,http://jobs.zhaopin.com/587620128252112.htm
机器视觉工程师,苏州玻色智能科技有限公司,,大专,3-5年,10001-15000元/月,20-99人,,http://jobs.zhaopin.com/318532032250010.htm
电气工程师,爱克威自动化(深圳)有限公司,,大专,3-5年,6001-8000元/月,20人,,http://jobs.zhaopin.com/CZ726442440J00011822905.htm
C++视觉软件工程师,万维环球科技(深圳)有限公司,,大专,3-5年,8000-12000元/月,100-499人,,http://jobs.zhaopin.com/538366627250289.htm
量化研究员,深圳承昊资产管理有限公司,,不限,,10001-15000元/月,20-99人,,http://jobs.zhaopin.com/313309781250001.htm
量化研究实习生,深圳承昊资产管理有限公司,,不限,,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/313309781250000.htm
印刷制作色彩管理员,三友印务（深圳）有限公司,,万维环球科技(深圳)有限公司,C++软件工程师,100-499人,http://jobs.zhaopin.com/538366627250290.htm,,http://jobs.zhaopin.com/CZ760372940J00012270107.htm
行政助理（深圳）,中国大恒(集团)有限公司北京图像视觉技术分公司,,大专,,3500-5500元/月,500-999人,,http://jobs.zhaopin.com/120188733251324.htm
视觉项目开发工程师（实习生）,中国大恒(集团)有限公司北京图像视觉技术分公司,,硕士,,10001-15000元/月,500-999人,,http://jobs.zhaopin.com/120188733251366.htm
技术支持工程师（深圳）,中国大恒(集团)有限公司北京图像视觉技术分公司,,本科,,5000-10000元/月,500-999人,,http://jobs.zhaopin.com/120188733251365.htm
现场技术支持实习生,中国大恒(集团)有限公司北京图像视觉技术分公司,,中专,,4001-6000元/月,500-999人,,http://jobs.zhaopin.com/120188733251383.htm
推广策划总监,深圳市创世佳鸿金融服务有限公司,,不限,,8000-12000元/月,20-99人,,http://jobs.zhaopin.com/264035686250040.htm
智能机器人方向 CTO／算法科学家,上海司瀚商务咨询有限公司,,博士,5-10年,100001-150000元/月,20人,,http://jobs.zhaopin.com/425228437250055.htm
智能交通销售,北京富维图像技术有限公司,,大专,1-3年,10001-15000元/月,20人,,http://jobs.zhaopin.com/428198431250127.htm
计算机视觉算法工程师,罗卡咨询 Roca International,,硕士,1-3年,30001-50000元/月,20-99人,,http://jobs.zhaopin.com/190031024258733.htm
资深设计师,深圳市新东石技术有限公司,,不限,1-3年,8001-10000元/月,20-99人,,http://jobs.zhaopin.com/706401025250095.htm
美术指导,深圳市新东石技术有限公司,,本科,,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/706401025250094.htm
行政助理,深圳睿思图像科技有限公司,,本科,1-3年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/CZ739766440J00044834901.htm
视觉软件工程师,深圳市斯普莱特科技有限公司,,大专,1-3年,8001-10000元/月,20-99人,,http://jobs.zhaopin.com/219687382250034.htm
展示空间设计总监,深圳数虎图像股份有限公司,,本科,10年,15001-20000元/月,100-499人,,http://jobs.zhaopin.com/215849714250712.htm
行政助理,深圳数虎图像股份有限公司,,大专,,4000-5000元/月,100-499人,,http://jobs.zhaopin.com/215849714250711.htm
