职位名称,公司名称,融资情况,教育程度,工作年限,薪资水平,员工人数,创建时间,职位网址
图像分析算法,广东奥普特科技股份有限公司,,硕士,,8001-10000元/月,500-999人,,http://jobs.zhaopin.com/278982911250417.htm
图像处理软件工程师,深圳市罗博威视科技有限公司,,本科,,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/329277733250001.htm
高级图像处理软件工程师,深圳市中达瑞和科技有限公司,,本科,3-5年,15001-20000元/月,20-99人,,http://jobs.zhaopin.com/509492928250038.htm
机器视觉、视频图像处理工程师,深圳市德富莱智能科技股份有限公司,,大专,,15001-20000元/月,100-499人,,http://jobs.zhaopin.com/574880622250339.htm
图形图像设计助理/学徒 双休+提供住宿,深圳市利宇宝利科技有限公司,,大专,1年,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/438681882250350.htm
图形图像算法工程师助理,擎中科技(深圳)有限公司,,本科,,4000-4000元/月,100-499人,,http://jobs.zhaopin.com/460460185250021.htm
图像处理工程师,深圳市拓仕企业管理顾问有限公司,,不限,,15000-30000元/月,20-99人,,http://jobs.zhaopin.com/437563819251037.htm
图像质量测试工程师（深圳）,软通动力信息技术(集团)有限公司,,本科,1-3年,8000-15000元/月,10000人,,http://jobs.zhaopin.com/000544466275761.htm
图像处理研发工程师,上海数迹智能科技有限公司,,本科,3-5年,15000-25000元/月,20-99人,,http://jobs.zhaopin.com/450906484250038.htm
JobReqID:4206 系统研究工程师（图像处理）,深圳迈瑞生物医疗电子股份有限公司 ,,硕士,1-3年,10001-15000元/月,1000-9999人,,http://jobs.zhaopin.com/000577607257635.htm
人工智能图像方向博士后(金蝶集团研究院),金蝶软件（中国）有限公司,,博士,,15001-20000元/月,1000-9999人,,http://jobs.zhaopin.com/000152478269853.htm
图像实习助理,深圳市神州云海智能科技有限公司,,本科,,5000-6500元/月,100-499人,,http://jobs.zhaopin.com/272509881250001.htm
JobReqID:6182 系统研究工程师（图像处理）,深圳迈瑞生物医疗电子股份有限公司 ,,硕士,1-3年,9000-18000元/月,1000-9999人,,http://jobs.zhaopin.com/000577607257813.htm
图像识别算法工程师,东莞百事达企业管理咨询有限公司,,不限,,15001-20000元/月,20人,,http://jobs.zhaopin.com/481614283250015.htm
高级视频图像算法工程师,深圳市拓展信息咨询有限公司,,本科,3-5年,20001-30000元/月,20-99人,,http://jobs.zhaopin.com/136385323251310.htm
图像算法工程师,深圳普捷利科技有限公司,,硕士,1-3年,20000-25000元/月,20-99人,,http://jobs.zhaopin.com/425714525250038.htm
图像算法工程师,深圳泰山体育科技股份有限公司,,硕士,5-10年,15000-25000元/月,100-499人,,http://jobs.zhaopin.com/349293439250009.htm
计算机图像处理 写作（撰稿写手论文发表）（写手或客户）,桂林市文星文稿有限责任公司,,硕士,,10001-15000元/月,20-99人,,http://jobs.zhaopin.com/279603010251068.htm
图像算法工程师,华大基因,,本科,1-3年,8000-15000元/月,1000-9999人,,http://jobs.zhaopin.com/195931818258345.htm
图像识别/跟踪算法研究员,深圳市虚拟现实技术有限公司,,硕士,,15000-30000元/月,100-499人,,http://jobs.zhaopin.com/235754033250010.htm
图像处理工程师,深圳市资福技术有限公司,,硕士,,15000-30000元/月,20-99人,,http://jobs.zhaopin.com/543043621250166.htm
图像算法工程师(3D),深圳市豪恩科技集团股份有限公司,,本科,,15000-30000元/月,1000-9999人,,http://jobs.zhaopin.com/354764110250528.htm
图像算法工程师(机器学习),深圳市豪恩科技集团股份有限公司,,本科,,15000-30000元/月,1000-9999人,,http://jobs.zhaopin.com/354764110250529.htm
算法工程师（图像处理方向）,深圳市理邦精密仪器股份有限公司,,硕士,,10000-20000元/月,1000-9999人,,http://jobs.zhaopin.com/120167001251062.htm
图像识别算法工程师（研究院）,金蝶软件（中国）有限公司,,本科,1-3年,12000-18000元/月,1000-9999人,,http://jobs.zhaopin.com/000152478270070.htm
人工智能相关算法（视觉、图像、自然语言等）,Michael Page,,博士,3-5年,,1000-9999人,,http://jobs.zhaopin.com/135078082342929.htm
图像工程师,深圳市古安泰自动化技术有限公司,,本科,,10000-15000元/月,20-99人,,http://jobs.zhaopin.com/548886728250093.htm
图像处理算法工程师,深圳华因康基因科技有限公司,,不限,,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/261241819250573.htm
高级图像算法研发工程师,深圳市猎小智网络科技有限公司,,硕士,,30001-50000元/月,20-99人,,http://jobs.zhaopin.com/338274232250042.htm
C++/C#开发工程师学徒（图像识别、机器视觉）,深圳市博视科技有限公司,,不限,,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/204906922250086.htm
图像高工,深圳一电科技有限公司,,硕士,,20000-40000元/月,1000-9999人,,http://jobs.zhaopin.com/120721962250292.htm
图像处理工程师,深圳中物安防科技有限公司,,硕士,5-10年,10001-15000元/月,20-99人,,http://jobs.zhaopin.com/316929680250030.htm
Camera图像质量工程师,深圳市深网视界科技有限公司,,本科,,15001-20000元/月,100-499人,,http://jobs.zhaopin.com/327900489250095.htm
图像视觉工程师,深圳市合尔为科技有限公司,,硕士,3-5年,10000-20000元/月,20-99人,,http://jobs.zhaopin.com/560842226250021.htm
图像算法工程师,深圳市名誉文化有限公司,,不限,1-3年,10001-15000元/月,20人,,http://jobs.zhaopin.com/CZ733399140J00000998303.htm
SNG16-图像算法工程师（深圳）,深圳腾讯计算机系统有限公司 ,,本科,1-3年,,10000人,,http://jobs.zhaopin.com/120072290288419.htm
图像专员,深圳市创驰蓝天科技发展有限公司,,不限,,2001-4000元/月,20-99人,,http://jobs.zhaopin.com/CZ745911440J00047069501.htm
算法工程师（图像）,真玫智能科技（深圳）有限公司,,硕士,3-5年,20001-30000元/月,100-499人,,http://jobs.zhaopin.com/330043489250100.htm
图像视频硬件工程师,北京太火红鸟科技有限公司,,本科,3-5年,15001-20000元/月,20-99人,,http://jobs.zhaopin.com/667761224250194.htm
图像处理工程师,深圳市鸿年科技有限公司,,本科,,20001-30000元/月,20-99人,,http://jobs.zhaopin.com/445544414250039.htm
图像算法优化高级工程师,深圳市亿科迅电子有限公司,,本科,1-3年,25000-40000元/月,100-499人,,http://jobs.zhaopin.com/296463089250073.htm
图像处理资深工程师,深圳市亿科迅电子有限公司,,本科,1-3年,25000-40000元/月,100-499人,,http://jobs.zhaopin.com/296463089250063.htm
图形图像算法实习生,深圳正则科技有限公司,,不限,,10001-15000元/月,20-99人,,http://jobs.zhaopin.com/342700039250024.htm
图形图像算法工程师,深圳正则科技有限公司,,不限,,15001-20000元/月,20-99人,,http://jobs.zhaopin.com/342700039250023.htm
图像识别算法工程师,深圳市前海鸿兴联合资产管理有限公司,,本科,,10001-15000元/月,20-99人,,http://jobs.zhaopin.com/392724182250002.htm
15851-高级引擎开发工程师（深圳）,深圳腾讯计算机系统有限公司 ,,本科,5-10年,,10000人,,http://jobs.zhaopin.com/12007229090288050000.htm
工程师,深圳市汇金智能科技有限公司,,本科,3-5年,8001-10000元/月,20-99人,,http://jobs.zhaopin.com/266631637250000.htm
视觉软件工程师,深圳市信裕达电子科技有限公司宝安分公司,,本科,1-3年,10000-20000元/月,20人,,http://jobs.zhaopin.com/167778316250128.htm
美工设计，修图师，电商设计师，,深圳大千视觉摄影设计有限公司,,不限,1-3年,4001-6000元/月,20人,,http://jobs.zhaopin.com/CZ742318940J00048311701.htm
天猫美工,深圳市无意识科技有限公司,,不限,1-3年,7000-10000元/月,20-99人,,http://jobs.zhaopin.com/CZ746697940J00043655501.htm
平面设计/淘宝美工 五险一金,深圳市无意识科技有限公司,,不限,1-3年,6000-10000元/月,20-99人,,http://jobs.zhaopin.com/CZ746697940J00049361101.htm
平面设计,深圳市其美不凡礼品有限公司,,大专,1-3年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/CZ727689840J00041652401.htm
会计,深圳市晶彩数码图像有限公司,,中专,1-3年,2001-4000元/月,100-499人,,http://jobs.zhaopin.com/226183012250058.htm
跟单员,深圳市晶彩数码图像有限公司,,不限,,3000-4500元/月,100-499人,,http://jobs.zhaopin.com/226183012250052.htm
电商美工/亚马逊美工,深圳思诺信达科技有限公司,,大专,1年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/267062886250042.htm
LABVIEW 工程师,深圳市讯能电子有限公司,,本科,1-3年,8000-12000元/月,20人,,http://jobs.zhaopin.com/255583716250017.htm
工业设计/平面设计师,深圳福嘉运商贸有限公司,,大专,1-3年,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/253808920250027.htm
微信公众号运营,深圳市古尚数码有限公司,,不限,,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/CZ725027640J00013975405.htm
平面设计,深圳市泰金井印刷包装设计有限公司,,大专,3-5年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/CZ734661340J00012919407.htm
新媒体编辑,深圳日昇网络传媒有限公司,,不限,,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/492457081250004.htm
方案设计师,深圳市联点主题装饰设计工程有限公司,,大专,,6001-8000元/月,100-499人,,http://jobs.zhaopin.com/543107428250005.htm
电商美工/网店美工/美工设计,深圳市宇辰管理咨询有限公司,,大专,1-3年,4000-7000元/月,20人,,http://jobs.zhaopin.com/325610081250055.htm
虚拟仿真业务销售,北京赢康科技股份有限公司,,本科,5-10年,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/138489466251246.htm
算法工程师（工作地点：光明新区，班车接送，午餐免费）,深圳雷杜生命科学股份有限公司,,本科,,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/000347481250733.htm
C#/C++开发工程师,深圳市金视电子科技有限公司,,本科,3-5年,15001-20000元/月,20-99人,,http://jobs.zhaopin.com/553974922250472.htm
软件/算法工程师,深圳硅基仿生科技有限公司,,本科,1-3年,10000-20000元/月,20-99人,,http://jobs.zhaopin.com/371348082250017.htm
嵌入式软件工程师,深圳硅基仿生科技有限公司,,本科,,10001-15000元/月,20-99人,,http://jobs.zhaopin.com/371348082250029.htm
美工,深圳市卓琼科技有限公司,,大专,,3500-6000元/月,20-99人,,http://jobs.zhaopin.com/CZ733630740J00015736803.htm
产品经理（Sensor）,深圳市芯智科技有限公司,,大专,1-3年,8000-15000元/月,100-499人,,http://jobs.zhaopin.com/134421402250391.htm
单机 游戏开发工程师,深圳市创乐天地信息科技有限公司,,大专,1-3年,5000-8000元/月,20人,,http://jobs.zhaopin.com/CZ723603840J00048672901.htm
游戏开发工程师（单机）,深圳市创乐天地信息科技有限公司,,大专,1-3年,8000-12000元/月,20人,,http://jobs.zhaopin.com/CZ723603840J00048670701.htm
高级图象算法工程师,广州市白云区新市意诚电子加工厂,,硕士,1-3年,18000-30000元/月,100-499人,,http://jobs.zhaopin.com/662840825250135.htm
电商美工  美工设计,深圳市中泰乐科技有限公司,,大专,1-3年,4000-5500元/月,20-99人,,http://jobs.zhaopin.com/573699722250131.htm
影视后期剪辑师,深圳市巾帼潮商商会,,大专,1-3年,6001-8000元/月,20人,,http://jobs.zhaopin.com/CZ724751540J00015342703.htm
b2c ebay Amazon 速卖通 wish 淘宝电商美工,深圳市中泰乐科技有限公司,,不限,1-3年,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/573699722250135.htm
视觉软件开发工程师,深圳市捷测电子科技有限公司,,大专,3-5年,6000-8500元/月,20-99人,,http://jobs.zhaopin.com/298689516250037.htm
品牌摄影师,前创汇,,不限,1-3年,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/284027631250037.htm
文案策划（工程装饰行业）职位编号：HYT017,深圳市合裕泰装饰有限公司,,大专,1-3年,3800-5500元/月,20-99人,,http://jobs.zhaopin.com/CZ746209440J00049573101.htm
文案策划经理,深圳魅色网络传媒有限公司,,不限,,6001-8000元/月,100-499人,,http://jobs.zhaopin.com/263302635250107.htm
激光机械工程师,美德客科技(深圳)有限公司,,大专,1-3年,8001-10000元/月,20-99人,,http://jobs.zhaopin.com/514831125250068.htm
技术工程师,美德客科技(深圳)有限公司,,大专,1-3年,4000-8000元/月,20-99人,,http://jobs.zhaopin.com/514831125250065.htm
机械工程师,美德客科技(深圳)有限公司,,大专,1-3年,4500-8000元/月,20-99人,,http://jobs.zhaopin.com/514831125250066.htm
自动化设备工程师,美德客科技(深圳)有限公司,,大专,1-3年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/514831125250067.htm
销售代表/业务员/客户代表/销售精英 底薪+++++,深圳市合利通光电有限公司,,大专,1-3年,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/CZ726295040J00049567601.htm
人力资源专员,怡亚通供应链股份有限公司 ,,大专,1-3年,4001-6000元/月,10000人,,http://jobs.zhaopin.com/000592781257861.htm
技术支持工程师（显示屏 深圳）,凌云光子技术集团,,本科,1-3年,6001-8000元/月,1000-9999人,,http://jobs.zhaopin.com/120479221252443.htm
销售工程师(智能穿戴/硬件、VR、无人机方向),深圳市华商龙商务互联科技有限公司,,大专,1-3年,4500-8000元/月,100-499人,,http://jobs.zhaopin.com/253457535250160.htm
平面设计,触摸未来投资管理(深圳)有限公司,,不限,,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/303410280250051.htm
高速点胶：软件编程开发-运动控制卡+视觉检测,深圳市纳瑞科技有限公司,,不限,,15000-30000元/月,100-499人,,http://jobs.zhaopin.com/233130513250262.htm
销售代表,深圳市瀚方数码图像设计有限公司,,不限,1-3年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/CZ723813140J00016666003.htm
FPGA软件工程师,深圳天盈光电系统有限公司,,本科,1-3年,10000-20000元/月,20-99人,,http://jobs.zhaopin.com/373675684250040.htm
美工,深圳市爱立普科技有限公司,,大专,1-3年,5000-10000元/月,20-99人,,http://jobs.zhaopin.com/326806311250001.htm
计算机视觉双目SLAM算法高级工程师,深圳睛灵科技有限公司,,硕士,3-5年,20000-40000元/月,20人,,http://jobs.zhaopin.com/CZ731322040J00007298205.htm
美工设计,深圳市金康瑞科技有限公司,,本科,1-3年,5000-8000元/月,100-499人,,http://jobs.zhaopin.com/296249914250193.htm
嵌入式软件工程师,广东科创航天科技有限公司,,硕士,,10001-15000元/月,20人,,http://jobs.zhaopin.com/336030239250063.htm
程序架构师,深圳市优策企业管理顾问有限公司,,大专,1-3年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/310823617250088.htm
